"ID","shLuci_vitro_v2_1","shLuci_vitro_v2_2","shLuci_vitro_v2_3","shLuci_vivo_v2_1_NN","shLuci_vivo_v2_2_NN","shLuci_vivo_v2_3_NN","shRad21_vitro_v2_1","shRad21_vitro_v2_2","shRad21_vitro_v2_3","shRad21_vivo_v2_1_NN","shRad21_vivo_v2_2_NN","shRad21_vivo_v2_3_NN"
"ENSMUSG00000048120",686,1128,1194,570,480,438,822,826,1350,315,432,346
"ENSMUSG00000048126",1,1,2,1,5,8,6,5,1,2,1,0
"ENSMUSG00000048138",2,5,2,1,1,1,3,1,2,9,6,4
"ENSMUSG00000048142",76,75,110,101,133,118,150,56,95,48,76,80
"ENSMUSG00000048148",1361,1930,2509,1613,1012,1548,2610,2054,2935,1413,1576,1432
"ENSMUSG00000048153",0,0,2,0,0,0,0,2,1,0,1,0
"ENSMUSG00000048154",3308,3830,6132,2450,1708,2379,6914,4309,6737,2411,2200,2463
"ENSMUSG00000048155",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000048163",3938,5829,6227,8904,7179,7632,5054,4539,7121,5238,6204,5235
"ENSMUSG00000048164",14,20,11,65,44,56,20,14,29,46,61,62
"ENSMUSG00000048170",1732,2349,2583,3980,3218,3382,3118,2292,3397,3219,3517,3093
"ENSMUSG00000048173",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000048174",198,248,355,202,89,146,317,278,388,130,130,142
"ENSMUSG00000048175",683,1016,1053,1745,1533,1773,983,894,1218,1582,1658,1619
"ENSMUSG00000048185",1,0,1,0,0,1,1,0,0,3,0,1
"ENSMUSG00000048186",53,53,83,108,107,96,89,79,108,104,71,94
"ENSMUSG00000048188",109,178,135,188,133,128,192,192,231,128,147,145
"ENSMUSG00000048191",1,6,3,5,11,16,6,4,6,2,3,5
"ENSMUSG00000048197",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000048200",103,118,142,162,98,154,200,166,255,363,280,327
"ENSMUSG00000048206",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000048215",0,0,0,0,3,8,0,0,0,3,1,1
"ENSMUSG00000048216",5,6,5,14,7,6,3,4,4,1,1,6
"ENSMUSG00000048217",0,0,0,0,1,0,0,0,0,1,0,1
"ENSMUSG00000048218",124,181,194,211,153,228,278,273,401,368,307,300
"ENSMUSG00000048222",183,293,337,462,342,519,304,305,394,456,494,444
"ENSMUSG00000048226",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000048230",1,1,2,2,2,0,2,3,2,0,0,3
"ENSMUSG00000048231",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000048232",314,391,485,246,238,296,472,395,590,218,285,334
"ENSMUSG00000048234",897,1216,1204,1453,1111,1276,1225,1092,1467,1102,1151,971
"ENSMUSG00000048236",0,0,0,0,2,0,0,0,0,0,1,0
"ENSMUSG00000048240",49,59,87,111,40,51,73,66,94,100,65,85
"ENSMUSG00000048249",1084,1617,2068,1550,1216,1343,2764,2104,3439,1400,1397,1502
"ENSMUSG00000048251",3,0,1,18,36,30,4,2,0,8,5,9
"ENSMUSG00000048261",418,489,528,979,940,969,560,422,601,913,831,761
"ENSMUSG00000048264",420,492,488,152,117,146,730,606,737,186,145,214
"ENSMUSG00000048271",3052,4648,6605,1305,895,1106,5322,4148,6534,1034,1221,1105
"ENSMUSG00000048277",2088,2521,3008,4939,3920,4673,2780,2392,3329,4783,4608,4443
"ENSMUSG00000048279",2008,2591,3165,857,668,742,3756,2407,3434,602,645,640
"ENSMUSG00000048280",342,430,526,387,287,384,632,461,744,398,384,335
"ENSMUSG00000048281",18,22,20,116,184,224,30,10,18,82,90,105
"ENSMUSG00000048284",0,0,0,0,4,0,0,0,0,0,0,0
"ENSMUSG00000048285",722,956,1175,1049,945,850,1193,984,1480,574,733,632
"ENSMUSG00000048292",0,0,0,0,0,1,1,0,0,1,0,0
"ENSMUSG00000048294",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000048299",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000048304",1,0,0,0,1,1,0,0,4,0,1,0
"ENSMUSG00000048307",1032,1422,1346,2431,2331,2434,1919,1590,2231,2644,2368,2244
"ENSMUSG00000048310",731,1049,1181,1994,1852,1735,1353,1222,1763,2023,2347,1943
"ENSMUSG00000048312",0,0,0,0,0,1,0,0,0,0,2,0
"ENSMUSG00000048316",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000048327",1368,2179,2109,2513,2283,2391,2223,1775,2304,1607,2134,1586
"ENSMUSG00000048329",2,0,0,0,1,0,0,0,1,0,0,0
"ENSMUSG00000048330",79,89,105,55,78,91,195,109,174,74,89,63
"ENSMUSG00000048332",14,15,18,10,34,18,42,44,66,105,68,74
"ENSMUSG00000048334",92,154,150,73,83,91,144,108,166,83,86,91
"ENSMUSG00000048337",0,0,0,0,1,0,0,0,0,0,0,0
"ENSMUSG00000048347",8,9,25,6,8,2,29,26,30,16,0,10
"ENSMUSG00000048349",6,4,2,0,3,1,3,1,3,0,4,0
"ENSMUSG00000048351",224,300,262,660,537,561,481,334,464,808,681,673
"ENSMUSG00000048355",0,0,0,3,1,3,0,1,2,6,16,6
"ENSMUSG00000048356",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000048368",2,0,1,22,17,30,3,2,2,21,20,15
"ENSMUSG00000048371",558,855,918,335,302,288,917,705,1066,345,296,323
"ENSMUSG00000048373",0,0,0,0,15,7,0,0,0,0,0,1
"ENSMUSG00000048376",2981,4767,5261,3575,3181,4440,10287,10520,16096,6960,6807,5762
"ENSMUSG00000048377",0,0,0,1,3,0,0,0,0,0,0,0
"ENSMUSG00000048378",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000048379",1595,2121,2312,442,446,673,2776,2061,3109,539,525,553
"ENSMUSG00000048385",1,0,0,1,0,1,0,0,0,0,2,0
"ENSMUSG00000048387",1,0,0,0,2,0,0,0,0,1,0,0
"ENSMUSG00000048388",113,169,155,41,57,90,268,228,317,73,112,167
"ENSMUSG00000048391",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000048398",1,2,1,5,3,2,4,2,1,4,0,2
"ENSMUSG00000048399",0,0,0,0,0,1,1,0,0,0,0,0
"ENSMUSG00000048400",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000048402",5,6,4,1,5,1,3,6,12,1,1,0
"ENSMUSG00000048406",110,143,186,127,126,145,153,143,194,103,139,131
"ENSMUSG00000048410",525,741,854,789,518,648,1080,901,1269,767,815,689
"ENSMUSG00000048411",0,0,0,0,1,0,0,0,1,0,0,0
"ENSMUSG00000048416",52,54,53,46,37,69,82,76,78,82,84,76
"ENSMUSG00000048424",3,0,6,6,8,12,6,13,8,10,7,6
"ENSMUSG00000048425",0,0,0,0,0,1,0,0,0,0,1,0
"ENSMUSG00000048429",930,1276,1311,2612,2264,2696,1461,1222,1851,2742,2706,2546
"ENSMUSG00000048439",180,279,310,642,484,521,385,330,425,663,513,535
"ENSMUSG00000048440",451,591,707,570,521,652,702,601,869,613,626,665
"ENSMUSG00000048442",119,184,263,1043,772,1036,191,217,209,485,571,420
"ENSMUSG00000048445",149,174,243,469,320,337,197,151,177,356,313,325
"ENSMUSG00000048450",0,1,0,0,6,1,1,0,1,5,2,0
"ENSMUSG00000048455",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000048456",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000048458",88,199,115,12,13,10,104,107,106,27,11,13
"ENSMUSG00000048469",1,0,0,0,0,0,0,0,0,0,0,1
"ENSMUSG00000048473",0,2,2,0,0,2,1,4,9,5,6,0
"ENSMUSG00000048478",1,1,3,5,5,6,1,1,0,0,1,1
"ENSMUSG00000048480",2,6,8,32,23,22,2,1,6,2,3,11
"ENSMUSG00000048481",19,26,38,3,3,5,29,33,50,13,6,2
"ENSMUSG00000048482",5,1,2,0,1,2,1,0,0,0,0,1
"ENSMUSG00000048483",0,0,0,0,1,0,0,0,0,0,0,0
"ENSMUSG00000048484",0,1,3,11,5,2,6,3,5,0,5,5
"ENSMUSG00000048485",0,0,0,0,4,3,1,0,0,0,0,0
"ENSMUSG00000048486",246,289,300,230,244,235,364,250,333,220,239,282
"ENSMUSG00000048489",154,99,120,193,161,220,92,60,72,50,76,80
"ENSMUSG00000048490",1390,2135,2162,4878,3926,3893,3598,3082,4762,3638,3525,3402
"ENSMUSG00000048495",198,289,235,337,288,389,376,247,408,295,290,285
"ENSMUSG00000048497",709,868,985,888,818,968,1243,1004,1671,1035,1022,944
"ENSMUSG00000048498",0,2,0,0,2,3,2,0,0,0,0,0
"ENSMUSG00000048500",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000048501",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000048502",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000048503",15,16,10,22,60,53,42,31,28,87,93,112
"ENSMUSG00000048516",0,0,0,0,0,1,0,0,0,0,0,0
"ENSMUSG00000048520",3,0,6,2,7,2,4,1,3,0,1,2
"ENSMUSG00000048521",7,3,12,24,75,32,5,4,4,20,11,49
"ENSMUSG00000048528",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000048534",5,1,0,63,49,76,1,0,0,30,30,15
"ENSMUSG00000048537",765,1045,1393,199,179,214,1466,1362,1893,209,219,205
"ENSMUSG00000048538",61,102,99,53,49,51,140,91,144,48,47,56
"ENSMUSG00000048540",0,0,0,0,1,2,0,0,1,0,0,0
"ENSMUSG00000048544",2,0,1,0,2,0,0,0,1,0,0,0
"ENSMUSG00000048546",1284,1696,2049,2947,2668,3163,2118,1763,2638,2552,2828,2726
"ENSMUSG00000048550",392,642,644,619,515,679,762,629,1006,693,728,656
"ENSMUSG00000048559",1,3,0,2,3,1,2,3,3,2,3,1
"ENSMUSG00000048562",1,1,3,0,0,0,0,1,1,0,0,0
"ENSMUSG00000048572",0,0,0,0,1,0,0,0,0,2,0,0
"ENSMUSG00000048573",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000048574",58,95,78,120,125,125,118,84,83,87,92,88
"ENSMUSG00000048578",17636,22384,23514,16332,14895,16471,29255,21992,29420,13722,16291,15307
"ENSMUSG00000048581",83,133,110,201,150,201,235,214,268,244,230,214
"ENSMUSG00000048582",0,0,0,0,6,1,0,0,0,0,0,0
"ENSMUSG00000048583",1,5,6,1,1,0,6,5,5,9,5,18
"ENSMUSG00000048592",97,129,103,148,170,179,187,138,174,135,134,138
"ENSMUSG00000048600",37,55,51,63,50,53,63,67,58,57,48,43
"ENSMUSG00000048602",0,1,3,2,1,7,0,6,2,1,1,0
"ENSMUSG00000048603",31,37,46,31,6,21,44,54,76,33,27,16
"ENSMUSG00000048612",492,776,696,486,601,556,494,327,463,240,361,303
"ENSMUSG00000048616",1,0,0,0,0,0,0,0,0,1,0,0
"ENSMUSG00000048617",8,6,12,2,5,9,12,6,13,0,3,2
"ENSMUSG00000048620",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000048621",5,3,4,13,7,24,6,1,5,8,6,1
"ENSMUSG00000048626",0,0,0,0,0,0,0,0,0,0,2,0
"ENSMUSG00000048628",0,0,0,1,1,0,0,0,0,2,0,0
"ENSMUSG00000048636",0,0,0,0,0,4,0,0,0,0,0,0
"ENSMUSG00000048643",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000048644",173,231,298,534,377,422,585,397,627,453,462,443
"ENSMUSG00000048647",35,65,126,12,50,19,47,60,144,29,18,33
"ENSMUSG00000048652",2,3,3,11,15,13,2,3,4,10,12,5
"ENSMUSG00000048655",2,1,1,0,3,2,2,0,0,4,0,2
"ENSMUSG00000048661",734,920,956,842,629,725,1230,876,1367,683,728,754
"ENSMUSG00000048665",0,0,1,0,1,2,0,0,0,0,0,0
"ENSMUSG00000048668",461,520,804,819,835,855,835,641,914,825,801,805
"ENSMUSG00000048677",348,495,685,567,371,416,733,558,799,573,431,459
"ENSMUSG00000048686",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000048693",0,0,0,0,0,4,0,0,0,0,0,0
"ENSMUSG00000048696",350,376,337,282,212,345,518,351,536,400,334,342
"ENSMUSG00000048697",0,0,0,0,1,0,0,0,0,0,0,0
"ENSMUSG00000048699",1,0,0,0,0,1,0,0,0,0,0,0
"ENSMUSG00000048701",1136,1600,1892,878,614,752,2117,1754,2421,844,804,818
"ENSMUSG00000048703",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000048706",2,0,1,1,9,2,0,0,1,0,0,0
"ENSMUSG00000048707",380,529,654,1304,1083,1278,669,563,773,1249,1051,1103
"ENSMUSG00000048709",22,21,31,24,29,34,39,26,37,30,38,27
"ENSMUSG00000048720",201,285,233,86,103,111,306,242,446,141,151,172
"ENSMUSG00000048721",15,23,42,1,11,10,31,27,44,6,1,8
"ENSMUSG00000048728",0,1,7,0,0,1,5,5,7,0,8,1
"ENSMUSG00000048731",148,246,292,76,68,64,236,205,314,113,89,63
"ENSMUSG00000048732",174,264,277,30,48,72,330,244,379,43,51,54
"ENSMUSG00000048745",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000048747",1,0,1,0,3,0,2,0,2,0,0,0
"ENSMUSG00000048752",0,1,3,20,19,35,1,1,3,2,10,5
"ENSMUSG00000048755",466,594,611,1712,1626,1698,628,600,826,1481,1425,1494
"ENSMUSG00000048756",3841,5602,6704,793,807,1043,6139,5179,7785,847,821,779
"ENSMUSG00000048758",824,1039,1124,447,399,524,1023,868,1049,433,444,403
"ENSMUSG00000048763",48,110,135,12,10,8,121,104,162,7,8,9
"ENSMUSG00000048764",0,0,0,3,7,2,0,0,0,1,2,0
"ENSMUSG00000048766",0,0,0,1,3,0,0,0,0,0,0,0
"ENSMUSG00000048772",62,54,72,156,98,134,124,73,114,148,153,164
"ENSMUSG00000048775",0,0,2,0,0,0,0,0,0,0,1,0
"ENSMUSG00000048776",0,0,0,0,1,0,0,0,0,0,0,0
"ENSMUSG00000048779",0,4,2,2,6,25,1,3,3,3,11,5
"ENSMUSG00000048782",0,0,0,0,11,3,0,0,0,6,2,1
"ENSMUSG00000048787",236,358,337,218,156,224,344,298,406,188,223,297
"ENSMUSG00000048794",1,1,2,2,0,2,4,6,3,2,1,1
"ENSMUSG00000048796",348,426,496,530,434,607,651,565,730,669,576,586
"ENSMUSG00000048799",756,1215,1308,1566,1290,1531,1708,1385,2018,1191,1642,1284
"ENSMUSG00000048806",0,0,0,0,6,0,0,0,1,0,0,0
"ENSMUSG00000048807",335,368,470,432,351,396,552,506,721,719,514,624
"ENSMUSG00000048810",0,0,0,0,1,0,0,0,0,0,0,0
"ENSMUSG00000048814",0,0,0,2,24,25,16,6,4,76,39,41
"ENSMUSG00000048824",1,0,0,2,3,0,2,0,4,0,0,0
"ENSMUSG00000048826",2,1,0,2,1,1,0,0,1,0,0,0
"ENSMUSG00000048827",29,43,66,28,24,59,41,46,55,16,18,17
"ENSMUSG00000048830",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000048832",479,733,829,1783,1341,1835,882,721,906,1445,1595,1443
"ENSMUSG00000048833",1626,2190,2252,1630,1641,1616,2721,2101,2960,1636,1877,1658
"ENSMUSG00000048834",1,0,2,3,8,8,0,0,0,0,0,0
"ENSMUSG00000048852",32,59,61,196,164,246,23,30,46,204,241,176
"ENSMUSG00000048856",27,32,47,68,87,87,50,38,53,109,76,77
"ENSMUSG00000048865",63,61,129,61,58,50,135,91,138,40,66,37
"ENSMUSG00000048874",2961,4441,5588,1942,1446,1725,5527,4193,6605,1679,1769,1625
"ENSMUSG00000048875",0,0,0,0,2,0,0,0,0,0,0,0
"ENSMUSG00000048878",1071,1417,1804,141,137,168,1657,1404,2152,158,152,134
"ENSMUSG00000048895",16,13,16,34,28,29,35,21,15,19,15,28
"ENSMUSG00000048897",1195,1677,1993,1520,1032,1363,1753,1528,2087,1083,1135,1117
"ENSMUSG00000048899",3,1,3,0,6,4,0,1,0,1,0,0
"ENSMUSG00000048904",0,0,0,0,1,4,0,0,0,2,0,0
"ENSMUSG00000048905",177,323,385,218,217,119,307,317,486,154,143,132
"ENSMUSG00000048911",593,869,1154,237,186,271,920,738,1268,245,184,215
"ENSMUSG00000048915",3,3,2,0,8,10,2,0,1,0,3,3
"ENSMUSG00000048916",466,688,804,207,154,169,688,606,896,148,162,168
"ENSMUSG00000048919",0,0,0,0,0,1,0,0,0,0,0,0
"ENSMUSG00000048920",783,885,937,1437,1147,1504,1157,979,1349,1461,1457,1371
"ENSMUSG00000048921",64,92,89,325,213,231,96,82,108,193,149,172
"ENSMUSG00000048922",1221,1580,1951,2004,1667,2040,1967,1555,2157,1420,1697,1387
"ENSMUSG00000048924",194,362,409,738,651,659,627,409,622,574,595,582
"ENSMUSG00000048930",471,613,736,1038,927,1195,879,739,921,1126,1241,1151
"ENSMUSG00000048933",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000048938",1,0,0,0,3,1,0,0,0,2,0,0
"ENSMUSG00000048939",0,0,0,0,2,7,0,0,0,2,2,0
"ENSMUSG00000048949",586,856,758,943,750,957,810,698,1040,758,873,760
"ENSMUSG00000048960",244,322,408,76,87,180,884,651,1419,329,269,289
"ENSMUSG00000048965",258,362,467,1049,767,718,524,425,679,664,618,631
"ENSMUSG00000048967",12,15,13,7,10,7,11,6,7,22,13,18
"ENSMUSG00000048970",491,608,544,572,644,652,697,546,901,629,611,553
"ENSMUSG00000048978",0,0,0,0,8,0,0,0,0,0,0,0
"ENSMUSG00000048981",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000048982",0,0,0,0,7,0,0,1,2,0,2,0
"ENSMUSG00000048988",13,23,30,2,0,8,13,18,16,6,0,6
"ENSMUSG00000048992",0,1,0,0,1,0,0,0,0,0,0,0
"ENSMUSG00000048994",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000048996",0,0,0,0,1,0,0,0,0,0,0,0
"ENSMUSG00000048997",323,376,550,586,479,628,620,478,576,645,543,557
"ENSMUSG00000049001",26,21,32,4,43,51,84,26,50,17,19,44
"ENSMUSG00000049008",0,0,0,4,3,0,0,0,0,0,0,0
"ENSMUSG00000049010",0,1,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000049011",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000049013",0,0,0,0,0,1,0,0,0,0,0,0
"ENSMUSG00000049015",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000049018",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000049028",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000049036",87,98,78,578,526,497,47,39,46,160,132,165
"ENSMUSG00000049037",25,33,20,0,7,5,2,3,3,0,4,1
"ENSMUSG00000049038",171,258,280,370,297,259,342,319,391,391,362,345
"ENSMUSG00000049041",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000049044",49,68,47,121,116,111,50,38,32,229,152,152
"ENSMUSG00000049047",138,257,240,140,115,130,253,244,364,127,157,125
"ENSMUSG00000049052",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000049057",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000049062",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000049073",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000049076",2112,3499,3539,966,934,1045,3753,2901,4621,1001,1019,828
"ENSMUSG00000049086",93,125,159,487,429,441,196,148,229,388,398,459
"ENSMUSG00000049090",1097,1406,1481,675,651,652,2040,1611,2328,911,792,821
"ENSMUSG00000049091",1216,1690,1605,2253,2204,2273,1339,1160,1553,2026,2081,2025
"ENSMUSG00000049092",9,8,17,8,17,26,7,6,16,11,2,9
"ENSMUSG00000049093",0,0,0,0,15,1,0,1,0,0,2,0
"ENSMUSG00000049094",0,0,0,0,1,0,0,0,0,0,0,0
"ENSMUSG00000049097",7,5,15,0,1,2,7,6,20,0,0,2
"ENSMUSG00000049098",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000049100",1,1,1,1,4,9,2,0,0,1,2,2
"ENSMUSG00000049103",26,51,26,300,181,356,12,20,16,132,159,107
"ENSMUSG00000049106",1448,2086,2319,1820,1619,1772,2772,2369,3631,1650,1888,1863
"ENSMUSG00000049107",1,1,0,0,1,0,0,0,0,0,0,1
"ENSMUSG00000049109",0,1,0,13,5,2,0,1,0,3,0,1
"ENSMUSG00000049112",1,2,6,11,0,0,1,1,3,0,0,0
"ENSMUSG00000049115",3,5,13,10,14,9,4,6,12,30,39,15
"ENSMUSG00000049119",90,166,158,464,392,399,244,201,260,516,482,540
"ENSMUSG00000049122",1,0,0,1,7,1,0,0,0,0,0,0
"ENSMUSG00000049123",0,0,0,2,4,0,0,0,4,0,2,0
"ENSMUSG00000049124",702,805,846,434,387,493,924,849,1011,358,359,430
"ENSMUSG00000049128",1,8,10,0,0,0,3,7,9,0,2,0
"ENSMUSG00000049130",3,8,3,6,8,10,2,0,1,12,5,5
"ENSMUSG00000049133",0,0,0,0,0,0,0,0,0,1,0,1
"ENSMUSG00000049134",8,20,14,15,19,19,6,11,12,11,12,15
"ENSMUSG00000049148",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000049149",0,0,1,0,2,0,0,0,0,0,0,0
"ENSMUSG00000049152",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000049154",0,0,0,0,1,0,1,0,2,0,0,0
"ENSMUSG00000049160",0,0,1,0,1,0,0,0,1,0,0,0
"ENSMUSG00000049164",986,1489,1509,1080,925,904,1803,1370,2001,829,932,729
"ENSMUSG00000049168",0,0,0,0,0,0,1,0,0,0,0,0
"ENSMUSG00000049173",0,0,0,0,1,0,0,0,0,1,0,0
"ENSMUSG00000049176",0,0,2,0,6,2,2,1,1,3,0,0
"ENSMUSG00000049184",76,103,141,35,29,52,114,128,167,53,53,57
"ENSMUSG00000049191",678,932,784,209,84,127,690,553,813,125,151,110
"ENSMUSG00000049202",0,0,0,0,1,1,1,0,0,0,0,0
"ENSMUSG00000049214",0,0,1,0,3,1,0,0,0,0,0,0
"ENSMUSG00000049217",0,0,0,0,1,0,0,0,0,0,0,0
"ENSMUSG00000049225",878,924,798,945,1004,975,1005,695,898,1342,1028,1291
"ENSMUSG00000049229",0,0,0,0,0,0,0,0,0,0,1,0
"ENSMUSG00000049230",258,352,354,77,72,98,465,376,519,86,97,80
"ENSMUSG00000049231",104,78,89,70,59,84,107,115,154,80,57,44
"ENSMUSG00000049232",458,725,681,959,816,1054,966,782,1140,1003,902,928
"ENSMUSG00000049233",113,139,160,385,290,329,211,180,235,375,371,349
"ENSMUSG00000049235",3,0,0,0,1,2,0,0,0,1,0,1
"ENSMUSG00000049241",2,0,0,0,0,0,0,1,0,2,0,0
"ENSMUSG00000049246",0,1,2,8,0,4,1,0,0,4,1,4
"ENSMUSG00000049249",0,2,0,0,0,0,1,1,0,0,0,0
"ENSMUSG00000049252",3,0,1,1,7,1,2,1,1,0,1,0
"ENSMUSG00000049265",8,3,9,20,22,9,7,7,9,28,13,17
"ENSMUSG00000049280",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000049281",8,15,29,14,31,27,21,21,36,19,21,19
"ENSMUSG00000049285",60,98,94,221,216,214,108,85,140,222,164,146
"ENSMUSG00000049287",249,386,346,536,487,638,501,410,546,458,552,533
"ENSMUSG00000049288",408,661,719,18,38,23,661,679,1152,25,12,20
"ENSMUSG00000049291",0,0,1,1,2,0,0,1,0,0,1,0
"ENSMUSG00000049295",1750,2209,2397,1565,1370,1463,2408,2056,2774,1730,1641,1710
"ENSMUSG00000049299",743,1006,974,1215,1193,1431,1096,1020,1518,1173,1056,1110
"ENSMUSG00000049300",342,492,458,699,673,765,614,496,715,785,726,720
"ENSMUSG00000049303",21,32,34,0,14,1,14,9,21,5,6,3
"ENSMUSG00000049305",905,1240,1301,1608,1443,1773,1572,1328,1879,1642,1722,1724
"ENSMUSG00000049307",224,369,428,364,289,368,203,201,424,211,272,272
"ENSMUSG00000049313",312,433,387,418,291,461,460,354,427,285,411,302
"ENSMUSG00000049314",0,0,0,1,0,0,0,0,0,0,0,0
"ENSMUSG00000049315",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000049321",195,259,316,435,316,443,297,237,342,516,481,499
"ENSMUSG00000049323",1603,2294,2663,499,396,400,3203,2332,3582,344,446,378
"ENSMUSG00000049327",1907,2535,2694,3280,2719,3179,2908,2184,3070,2453,2613,2539
"ENSMUSG00000049334",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000049336",6,2,1,0,15,9,1,1,1,1,4,0
"ENSMUSG00000049339",1850,2365,2522,4276,3500,4177,3217,2572,3788,3945,3862,3728
"ENSMUSG00000049349",0,0,0,0,1,0,0,0,0,0,0,0
"ENSMUSG00000049350",0,0,0,18,4,12,1,0,0,8,28,5
"ENSMUSG00000049353",0,0,0,0,2,0,0,0,0,0,0,0
"ENSMUSG00000049354",4287,6094,6596,5137,5077,4823,7628,6403,9077,4711,5678,4720
"ENSMUSG00000049357",13,15,27,3,17,10,19,9,24,9,14,6
"ENSMUSG00000049362",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000049372",0,0,0,0,2,0,0,0,0,0,0,0
"ENSMUSG00000049382",1,0,0,5,6,11,4,0,1,1,1,5
"ENSMUSG00000049387",0,0,1,0,5,2,0,0,0,2,2,2
"ENSMUSG00000049396",5,2,2,13,15,15,7,9,5,15,17,17
"ENSMUSG00000049401",1706,2479,2391,2782,2379,2519,2940,2671,3380,2765,2545,2424
"ENSMUSG00000049404",0,3,1,0,1,2,4,2,3,10,3,5
"ENSMUSG00000049409",35,52,60,24,20,35,49,25,47,36,20,29
"ENSMUSG00000049410",1,0,0,6,0,3,0,0,0,0,2,0
"ENSMUSG00000049411",175,286,254,489,318,338,254,231,366,391,352,327
"ENSMUSG00000049414",15,24,26,28,13,17,29,23,32,15,22,25
"ENSMUSG00000049420",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000049421",1567,2520,2561,1906,2232,2386,3310,2671,4258,2287,2743,2331
"ENSMUSG00000049422",173,184,231,438,379,507,295,211,277,500,428,531
"ENSMUSG00000049427",0,0,0,0,0,0,1,1,2,0,0,0
"ENSMUSG00000049436",2,1,1,13,11,3,1,0,2,13,1,6
"ENSMUSG00000049439",806,1066,963,941,901,928,1213,930,1237,1096,1005,1087
"ENSMUSG00000049456",0,1,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000049460",151,212,194,539,497,607,282,219,301,512,539,409
"ENSMUSG00000049470",3480,5446,6138,2675,2016,2326,6451,5322,8601,2422,2653,2444
"ENSMUSG00000049476",1,1,0,0,0,0,0,0,2,0,1,1
"ENSMUSG00000049477",103,135,112,196,182,200,147,135,184,177,211,189
"ENSMUSG00000049482",607,621,600,1565,1527,1766,792,630,792,1554,1386,1643
"ENSMUSG00000049488",254,362,430,426,408,482,511,413,558,378,484,425
"ENSMUSG00000049489",397,541,494,915,1017,1226,585,477,697,1088,890,977
"ENSMUSG00000049491",1,1,2,0,3,1,0,0,1,0,2,0
"ENSMUSG00000049493",91,162,254,19,36,39,25,38,54,25,19,15
"ENSMUSG00000049498",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000049502",1530,2632,3078,2442,2098,2297,2903,2516,3454,1832,2183,2033
"ENSMUSG00000049504",775,1047,1530,895,632,958,1419,1110,1522,784,838,767
"ENSMUSG00000049506",0,0,0,1,1,0,0,0,0,1,0,0
